10
(14.8057, 7.70458)
(17.3453, 10.8064)
(17.4464, 11.7653)
(12.7252, 9.35536)
(16.4656, 10.1628)
(12.318, 8.72333)
(15.5221, 8.28072)
(17.4772, 7.23706)
(14.9637, 11.1233)
(8.56506, 8.42474)
34
(10.8392, 9.56599)
(8.05672, 8.55841)
(7.69309, 9.04879)
(7.59276, 8.96362)
(7.11229, 7.2404)
(11.547, 8.04773)
(10.1802, 8.21202)
(9.29821, 8.80025)
(7.91381, 9.96833)
(6.2357, 8.07418)
(10.2398, 9.73307)
(8.51042, 10.0481)
(9.3238, 7.16956)
(10.8504, 9.16108)
(9.02772, 7.30402)
(7.65062, 9.58842)
(9.73504, 7.97116)
(7.41031, 7.59504)
(8.76393, 10.1503)
(7.9242, 7.72307)
(8.933, 10.0103)
(8.05776, 7.36222)
(8.5276, 6.99988)
(8.42545, 7.54139)
(8.58889, 7.8121)
(8.45857, 6.81008)
(8.37852, 7.67863)
(7.47499, 7.6249)
(8.45833, 8.81362)
(7.33279, 9.44776)
(7.55706, 7.28935)
(8.28796, 6.98296)
(7.50901, 9.99015)
(9.31688, 9.15436)
(6.76263, 15.8354)
68
(8.28461, 15.7039)
(2.55924, 15.3578)
(3.66962, 17.0745)
(5.60335, 15.3972)
(8.69132, 17.4442)
(6.09479, 15.3255)
(3.84834, 17.406)
(7.33103, 17.3484)
(5.54978, 16.2548)
(8.91413, 17.1978)
(7.53508, 17.1257)
(7.64041, 13.4015)
(6.43171, 15.424)
(7.28986, 14.1338)
(7.59418, 15.6738)
(5.95918, 16.7524)
(7.24838, 16.4806)
(4.4233, 16.8711)
(9.90353, 15.7041)
(8.70295, 14.9784)
(6.52411, 16.6857)
(7.12297, 15.6163)
(6.44299, 13.9143)
(4.55588, 16.4554)
(3.11335, 16.9635)
(4.40222, 15.4848)
(10.3756, 16.1957)
(9.8023, 17.339)
(6.84616, 14.6265)
(6.54734, 16.1399)
(3.00237, 14.3566)
(4.43152, 14.7649)
(7.72693, 13.4233)
(5.90727, 16.5096)
(8.69869, 17.1261)
(6.33324, 16.9656)
(10.3533, 16.5348)
(7.51252, 17.4877)
(5.59614, 14.4431)
(6.53662, 16.2651)
(7.7779, 14.9529)
(5.02017, 13.9372)
(9.43624, 17.0072)
(6.2295, 15.1824)
(5.0161, 14.2018)
(6.47578, 13.7554)
(9.99045, 17.4446)
(5.09238, 15.6346)
(10.2112, 17.486)
(4.51606, 14.2177)
(9.79678, 16.2527)
(3.29494, 16.3258)
(8.0145, 15.0328)
(5.71465, 13.8007)
(9.4914, 16.7715)
(6.01736, 17.469)
(2.56664, 17.0587)
(8.23724, 15.7317)
(6.47182, 17.0422)
(5.65546, 15.6465)
(10.1092, 16.2673)
(5.62978, 14.4474)
(5.5068, 14.0434)
(6.14661, 15.9959)
(8.06721, 15.3448)
(7.0431, 15.3304)
(8.29411, 14.6609)
(8.92906, 17.4114)
(10.3912, 4.86946)
42
(12.2218, 6.17976)
(10.5193, 3.48564)
(11.9383, 5.99236)
(8.31452, 5.02714)
(10.4631, 3.67405)
(8.51079, 4.92258)
(9.70847, 2.80956)
(11.8637, 7.12533)
(9.87932, 6.69997)
(12.0922, 3.72478)
(9.36706, 4.12701)
(8.89495, 3.94083)
(12.6457, 5.20666)
(10.2971, 6.98426)
(9.60493, 5.06729)
(8.63955, 4.85266)
(10.1281, 6.26139)
(8.47324, 4.84954)
(11.9808, 5.26656)
(9.64214, 5.04575)
(10.9422, 3.62823)
(9.27687, 3.80566)
(10.3782, 5.90305)
(9.87176, 2.81193)
(10.8829, 6.98417)
(8.3621, 4.96663)
(12.2169, 6.6301)
(12.2095, 3.48895)
(9.63778, 6.35397)
(12.2632, 2.5425)
(8.42983, 4.75598)
(12.5685, 2.61124)
(10.1734, 4.02647)
(10.6466, 3.56865)
(11.8341, 5.21821)
(9.10033, 4.11578)
(8.64178, 4.73438)
(10.3028, 4.68131)
(11.4337, 5.03464)
(11.6849, 7.15258)
(10.3678, 6.54538)
(10.0207, 3.71458)
(10.5526, 12.4222)
52
(11.949, 11.178)
(10.6117, 11.0607)
(13.2157, 12.0069)
(9.18886, 12.7531)
(12.4079, 13.5352)
(11.6068, 11.4441)
(12.0389, 13.9285)
(12.2148, 11.7534)
(11.3374, 15.561)
(9.77579, 14.6889)
(11.5934, 10.5544)
(10.5796, 12.9168)
(9.23965, 12.5621)
(10.6374, 10.8816)
(9.7222, 13.7162)
(9.83482, 11.3343)
(7.89759, 11.7014)
(11.7029, 9.44428)
(10.2817, 10.4747)
(8.94954, 10.8391)
(11.8768, 14.268)
(9.58967, 12.8085)
(9.51368, 12.5119)
(10.7811, 10.8219)
(9.90283, 14.7824)
(8.5907, 12.6073)
(11.0587, 11.0643)
(11.7291, 11.7254)
(11.0341, 14.3479)
(11.7681, 11.4129)
(11.0896, 14.3506)
(9.15529, 13.3298)
(9.47593, 13.2519)
(8.02363, 12.7425)
(8.27968, 12.0192)
(12.9835, 12.3272)
(7.79394, 12.9492)
(12.2205, 11.5283)
(9.21356, 10.9638)
(8.93962, 13.5301)
(9.02461, 13.5386)
(11.1855, 10.7471)
(12.4374, 12.4035)
(9.20113, 12.3726)
(12.867, 12.0901)
(9.23436, 13.0778)
(10.8673, 14.6881)
(11.8517, 9.33756)
(11.8057, 12.8933)
(8.72112, 11.435)
(13.0448, 12.5773)
(10.6894, 15.116)
